beat_time,beat_count,heart_rate,operating_time,manufacturer_id_lsb,serial_number,previous_heart_beat_time,battery_percentage
,,,,,,,
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
33.0107421875,46,74,16777215,255,65535,32.1376953125,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
34.13671875,46,74,16777215,255,65535,33.0107421875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
35.1953125,46,74,16777215,255,65535,34.13671875,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
36.1982421875,46,74,16777215,255,65535,35.1953125,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
37.1884765625,46,74,16777215,255,65535,36.1982421875,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
38.2734375,47,74,16777215,255,65535,37.1884765625,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
39.34375,48,73,16777215,255,65535,38.2734375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
40.3818359375,49,72,16777215,255,65535,39.34375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
41.2724609375,50,72,16777215,255,65535,40.3818359375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
42.22265625,51,72,16777215,255,65535,41.2724609375,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
43.265625,52,72,16777215,255,65535,42.22265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
44.30859375,53,71,16777215,255,65535,43.265625,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
45.3623046875,54,71,16777215,255,65535,44.30859375,255
